,BUILDING_BP 트래인스킬 사용여부(0/1),BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_BP2 길이옵셋,BUILDING_BP2 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-BP2-우,BUILDING_Splice Lap-BP2-좌,BUILDING_Splice Lap-BP2-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_멀티롤압력센-BP2-Ch1,BUILDING_멀티롤압력센-BP2-Ch2-우,BUILDING_멀티롤압력센-BP2-Ch2-좌,BUILDING_멀티롤압력센-BP2-Ch3-우,BUILDING_멀티롤압력센-BP2-Ch3-좌,BUILDING_멀티롤압력센-BP2-Ch4-우,BUILDING_멀티롤압력센-BP2-Ch4-좌,BUILDING_멀티롤압력센-BP2-Ch5-우,BUILDING_멀티롤압력센-BP2-Ch5-좌,BUILDING_벨트1 후단팁 위치,BUILDING_벨트2 후단팁 위치,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_사행-선단,BUILDING_재료길이-BP1 Mid_사행-후단,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-BP2 App CV,BUILDING_재료길이-BP2 FrontCV,BUILDING_재료길이-BP2 Mid CV,BUILDING_재료길이-BP2 Mid_사행-선단,BUILDING_재료길이-BP2 Mid_사행-후단,BUILDING_재료길이-BP2 Mid_사행파람,BUILDING_재료길이-BP2 Mid_우 CV,BUILDING_재료길이-BP2 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-BP2,BUILDING_재료옵셋-PA,BUILDING_측정번호-BP1,BUILDING_측정번호-BP2,BUILDING_측정번호-PA,BUILDING_트래드 후단팁 위치,Weight_LWM_STD_WGT,Weight_MRM_WGT,Weight_STD_WGT,Weight_UPM_STD_WGT
46101,0.0,100.0,86.0,0.0,0.0,1953.88,212.05,1958.29,198.93,4.7,27.0,621.18,441.6,405.41,1404.5,592.35,7.1,4.2,5.1,0.0,0.0,0.0,9.9,9.7,10.9,3.8,7.6,1.3,0.0,0.0,0.4,0.9,1.1,1.3,220.0,1983.0,1986.14,252.0,249.8,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.27,-5.28,1969.5,1934.9,1405.4,1.6,1.7,1406.3,1406.2,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,930.0,1468.2,1415.0,0.0,1404.5,526.0,0.0,551.0,-6.91,10.469,10.7,10.737,11.005
46102,0.0,100.0,86.0,0.0,0.0,1952.56,212.39,1959.66,198.93,4.7,27.0,621.18,441.6,405.92,1404.5,592.35,6.6,3.5,4.9,0.0,0.0,0.0,9.9,9.7,10.9,6.6,7.6,3.2,0.0,0.0,1.3,1.1,-1.2,0.1,220.0,1983.0,1986.5,252.0,249.66,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.09,-5.28,1969.5,1936.7,1404.6,1.8,2.0,1404.8,1405.4,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,930.0,1477.7,1415.0,0.0,1404.5,527.0,0.0,552.0,-7.87,10.469,10.7,10.737,11.005
46103,0.0,100.0,86.0,0.0,0.0,1950.14,212.39,1959.66,197.98,4.7,27.0,621.13,441.6,405.92,1404.5,592.31,6.6,5.7,5.7,0.0,0.0,0.0,8.5,9.5,10.0,6.6,5.7,3.2,0.0,0.0,1.3,1.8,0.4,0.9,220.0,1983.0,1987.57,252.0,249.57,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.19,-5.33,1990.5,1936.7,1404.6,1.8,2.0,1404.8,1405.4,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,606.5,1477.7,1415.0,0.0,1404.5,528.0,0.0,553.0,-9.75,10.469,10.69,10.737,11.005
46104,0.0,100.0,86.0,0.0,0.0,1951.66,211.34,1958.5,199.3,4.7,27.0,621.11,441.6,405.92,1404.5,592.3,6.8,5.7,5.7,0.0,0.0,0.0,9.2,9.3,10.0,2.2,2.5,0.0,0.0,0.0,1.7,3.2,0.4,0.9,220.0,1983.0,1987.57,252.0,249.44,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.19,-5.33,1990.5,1934.9,1406.0,1.6,1.8,1406.6,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,606.5,1469.4,1415.0,0.0,1404.5,529.0,0.0,554.0,0.01,10.469,10.7,10.737,11.005
46105,0.0,100.0,86.0,0.0,0.0,1952.69,212.06,1958.41,199.3,4.7,27.0,621.12,441.6,406.94,1404.5,592.43,6.8,4.1,5.3,0.0,0.0,0.0,9.2,9.7,10.8,0.0,3.4,1.3,0.0,0.0,1.7,3.2,2.2,1.1,220.0,1983.0,1990.06,252.0,249.78,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.22,-5.35,1969.5,1934.9,1406.0,1.6,1.7,1406.6,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,655.4,1470.3,1415.0,0.0,1404.5,530.0,0.0,555.0,0.01,10.469,10.71,10.737,11.005
46106,0.0,100.0,86.0,0.0,0.0,1996.41,211.66,1960.07,198.68,4.7,27.0,621.18,441.6,405.92,1404.5,592.22,6.9,5.3,6.4,0.0,0.0,0.0,9.6,9.9,11.3,18.3,18.7,17.8,0.0,0.0,1.0,2.2,0.4,1.1,220.0,1983.0,1985.43,252.0,250.42,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.61,-5.43,1990.8,1934.9,1405.7,2.3,2.7,1407.2,1407.0,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,681.1,1470.3,1415.0,0.0,1404.5,532.0,0.0,557.0,-6.99,10.469,10.64,10.737,11.005
46107,0.0,100.0,86.0,0.0,0.0,1996.41,211.76,1960.07,199.19,4.7,27.0,621.15,441.6,405.92,1404.5,592.4,6.9,5.3,6.4,0.0,0.0,0.0,9.6,9.9,6.8,18.3,8.8,17.8,0.0,0.0,1.0,1.8,0.4,1.1,220.0,1983.0,1985.07,252.0,250.42,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.61,-5.29,1989.8,1934.9,1405.7,2.3,2.3,1407.2,1407.0,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,632.2,1470.0,1415.0,0.0,1404.5,533.0,0.0,558.0,-7.14,10.469,10.7,10.737,11.005
46108,0.0,100.0,86.0,0.0,0.0,1952.96,212.38,1958.26,197.73,4.7,27.0,621.15,441.6,406.94,1404.5,592.42,6.2,4.4,5.0,0.0,0.0,0.0,6.5,5.5,6.8,3.8,4.7,2.3,0.0,0.0,1.3,1.3,1.8,1.1,220.0,1983.0,1985.07,252.0,250.36,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.01,-5.42,1404.6,1936.7,1405.4,1.5,2.3,1405.1,1405.9,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,632.2,1469.7,1415.0,0.0,1404.5,534.0,0.0,559.0,-7.14,10.469,10.68,10.737,11.005
46109,0.0,100.0,86.0,0.0,0.0,1952.96,212.38,1959.57,198.87,4.7,27.0,621.17,441.6,406.94,1404.5,592.62,6.2,4.4,5.0,0.0,0.0,0.0,6.0,4.5,5.4,3.8,4.7,2.3,0.9,0.0,1.3,1.3,1.8,1.3,220.0,1983.0,1984.72,252.0,250.28,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.23,-5.42,1403.7,1936.7,1404.8,1.5,2.4,1405.1,1405.9,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,693.9,1469.7,1415.0,0.0,1404.5,535.0,0.0,560.0,-6.85,10.469,10.68,10.737,11.005
46110,0.0,100.0,86.0,0.0,0.0,1952.63,212.02,1958.65,198.87,4.7,27.0,621.17,441.6,405.92,1404.5,592.62,6.9,7.1,5.9,0.0,0.0,0.0,8.8,11.3,12.4,1.9,2.2,0.0,0.0,0.0,0.4,0.4,1.1,1.1,220.0,1983.0,1984.01,252.0,250.57,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.13,-5.33,1965.6,1936.7,1404.8,1.5,2.4,1405.8,1405.7,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,693.9,1469.4,1415.0,0.0,1404.5,536.0,0.0,561.0,0.01,10.469,10.7,10.737,11.005
46111,0.0,100.0,86.0,0.0,0.0,1952.63,211.39,1959.92,197.97,4.7,27.0,621.06,441.6,407.45,1404.5,592.34,6.9,7.1,5.9,0.0,0.0,0.0,8.8,10.4,11.3,2.5,2.2,0.0,0.0,0.0,0.4,0.7,1.1,1.1,220.0,1983.0,1987.21,252.0,250.57,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.17,-5.33,1969.9,1936.7,1406.0,1.5,1.4,1405.8,1405.9,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,653.9,1469.4,1415.0,0.0,1404.5,537.0,0.0,562.0,0.01,10.469,10.7,10.737,11.005
46112,0.0,100.0,86.0,0.0,0.0,1955.14,212.32,1959.92,199.41,4.7,27.0,621.1,441.6,405.92,1404.5,592.4,6.2,5.7,4.8,0.0,0.0,0.0,10.5,10.4,10.9,3.1,0.0,0.0,0.0,0.0,1.0,0.7,0.4,0.7,220.0,1983.0,1987.21,252.0,250.55,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.26,-5.23,1992.3,1934.9,1406.3,1.4,1.7,1406.3,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,947.2,1470.0,1415.0,0.0,1404.5,538.0,0.0,563.0,-7.2,10.469,10.74,10.737,11.005
46113,0.0,100.0,86.0,0.0,0.0,1955.14,212.32,1956.96,199.41,4.7,27.0,621.18,441.6,405.41,1404.5,592.4,6.2,5.7,4.8,0.0,0.0,0.0,9.9,10.2,11.3,4.1,1.5,2.0,1.9,0.0,2.0,2.8,4.1,3.7,220.0,1983.0,1986.85,252.0,250.37,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.26,-5.32,1992.3,1934.9,1406.3,1.6,2.4,1406.3,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,947.2,1478.6,1415.0,0.0,1404.5,539.0,0.0,564.0,-7.65,10.469,10.73,10.737,11.005
46114,0.0,100.0,86.0,0.0,0.0,1953.79,212.16,1956.96,198.89,4.7,27.0,621.18,441.6,406.94,1404.5,592.4,7.7,5.7,5.3,0.0,0.0,0.0,9.9,9.9,11.3,4.1,4.7,2.0,1.9,-0.9,2.0,3.7,4.1,3.7,220.0,1983.0,1986.85,252.0,250.37,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.21,-5.42,1991.1,1934.9,1404.9,2.5,2.4,1406.0,1406.0,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,941.9,1478.6,1415.0,0.0,1404.5,540.0,0.0,565.0,-7.65,10.469,10.74,10.737,11.005
46115,0.0,100.0,86.0,0.0,0.0,1953.79,212.36,1956.22,199.36,4.7,27.0,621.19,441.6,404.91,1404.5,592.4,7.7,4.4,5.3,0.0,0.0,0.0,9.6,9.9,9.0,2.8,4.7,0.0,0.0,0.0,1.3,3.7,1.3,2.2,220.0,1983.0,1987.57,252.0,250.36,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.2,-5.42,1990.3,1934.9,1405.5,2.5,2.2,1406.0,1406.0,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,941.9,1469.1,1415.0,0.0,1404.5,541.0,0.0,566.0,-7.48,10.469,10.73,10.737,11.005
46116,0.0,100.0,86.0,0.0,0.0,1953.79,212.36,1957.46,199.36,4.7,27.0,621.2,441.6,405.92,1404.5,592.27,5.9,4.1,5.0,0.0,0.0,0.0,9.9,9.7,9.0,5.3,3.4,17.8,0.0,0.0,0.4,3.7,1.3,2.2,220.0,1983.0,1988.63,252.0,250.36,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.2,-5.42,1992.4,1934.9,1405.5,1.4,2.3,1404.9,1405.5,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,594.3,1469.7,1415.0,0.0,1404.5,542.0,0.0,567.0,-6.97,10.469,10.7,10.737,11.005
46117,0.0,100.0,86.0,0.0,0.0,1951.02,212.04,1958.26,198.45,4.7,27.0,621.28,441.6,404.41,1404.5,592.56,6.8,4.6,5.1,0.0,0.0,0.0,9.9,9.7,9.0,5.3,3.4,17.8,0.9,0.0,1.3,1.8,2.2,0.9,220.0,1983.0,1988.63,252.0,250.31,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.19,-5.35,1993.7,1934.9,1405.4,1.8,2.3,1404.9,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,637.0,1469.7,1415.0,0.0,1404.5,543.0,0.0,568.0,-6.97,10.469,10.68,10.737,11.005
46118,0.0,100.0,86.0,0.0,0.0,1954.88,212.25,1959.92,199.46,4.7,27.0,621.28,441.6,404.91,1404.5,592.56,6.8,4.8,5.1,0.0,0.0,0.0,9.7,8.8,9.3,2.8,0.0,0.0,0.0,0.0,1.3,1.8,2.2,1.8,220.0,1983.0,1987.92,252.0,250.13,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.24,-5.35,1993.7,1934.9,1405.1,1.8,2.3,1404.9,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,775.1,1468.5,1415.0,0.0,1404.5,544.0,0.0,569.0,-6.73,10.469,10.68,10.737,11.005
46119,0.0,100.0,86.0,0.0,0.0,1954.88,212.25,1959.92,199.46,4.7,27.0,621.16,441.6,405.41,1404.5,592.54,7.8,5.7,5.7,0.0,0.0,0.0,9.7,9.7,9.9,0.0,0.0,0.0,0.0,0.0,0.4,1.8,1.8,1.8,220.0,1983.0,1987.21,252.0,250.12,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.24,-5.29,1990.0,1934.9,1405.2,1.8,2.0,1405.4,1405.6,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,775.1,1468.0,1415.0,0.0,1404.5,545.0,0.0,570.0,-7.4,10.469,10.69,10.737,11.005
46120,0.0,100.0,86.0,0.0,0.0,1952.18,211.65,1959.36,198.42,4.7,27.0,621.11,441.6,403.9,1404.5,592.57,7.8,5.7,5.7,0.0,0.0,0.0,9.4,9.7,9.9,3.1,0.0,1.3,0.0,0.0,1.0,1.3,0.9,1.1,220.0,1983.0,1986.85,252.0,250.13,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.27,-5.34,1971.0,1934.9,1406.0,1.9,2.3,1406.0,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,612.4,1468.0,1415.0,0.0,1404.5,546.0,0.0,571.0,-7.4,10.469,10.69,10.737,11.005
46121,0.0,100.0,86.0,0.0,0.0,1952.18,212.52,1955.86,199.63,4.7,27.0,621.17,441.6,405.92,1404.5,592.57,5.1,5.1,4.8,0.0,0.0,0.0,9.2,8.6,9.5,3.1,3.1,1.3,0.0,0.0,1.0,1.1,0.9,0.7,220.0,1983.0,1983.65,252.0,250.13,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.27,-5.34,1967.9,1934.9,1406.0,1.9,2.3,1406.0,1406.1,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,596.1,1467.0,1415.0,0.0,1404.5,547.0,0.0,572.0,-6.77,10.469,10.73,10.737,11.005
46122,0.0,100.0,86.0,0.0,0.0,1952.18,212.52,1958.06,199.63,4.7,27.0,621.17,441.6,403.9,1404.5,592.49,6.4,5.5,5.3,0.0,0.0,0.0,9.2,9.0,9.5,2.2,3.1,0.0,0.0,0.0,1.7,3.2,1.8,3.7,220.0,1983.0,1985.07,252.0,250.13,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.27,-5.35,1968.6,1936.7,1405.4,1.9,2.0,1405.8,1406.0,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,698.6,1465.1,1415.0,0.0,1404.5,548.0,0.0,573.0,-6.9,10.469,10.75,10.737,11.005
46123,0.0,100.0,86.0,0.0,0.0,1950.62,211.92,1958.06,198.31,4.7,27.0,621.16,441.6,406.43,1404.5,592.45,6.4,5.5,5.3,0.0,0.0,0.0,8.7,9.1,9.7,3.8,2.8,1.7,0.3,0.0,1.7,3.2,1.8,3.7,220.0,1983.0,1985.07,252.0,250.04,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.14,-5.35,1990.5,1936.7,1405.1,1.6,2.7,1404.2,1405.4,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,813.3,1465.2,1415.0,0.0,1404.5,549.0,0.0,574.0,-7.1,10.469,10.73,10.737,11.005
46125,0.0,100.0,86.0,0.0,0.0,1953.08,212.68,1958.59,199.6,4.7,27.0,621.12,441.6,406.94,1404.5,592.5,7.5,5.3,5.1,0.0,0.0,0.0,9.4,8.4,9.0,4.4,2.8,2.6,0.0,0.0,1.7,4.6,4.6,4.6,220.0,1983.0,1985.79,252.0,250.33,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.19,-5.38,1990.1,1934.9,1405.5,1.9,1.8,1406.3,1406.7,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,789.9,1464.9,1415.0,0.0,1404.5,551.0,0.0,576.0,-7.3,10.469,10.78,10.737,11.005
46126,0.0,100.0,86.0,0.0,0.0,1951.5,211.63,1958.77,198.64,4.7,27.0,621.12,441.6,405.92,1404.5,592.36,5.5,4.2,4.6,0.0,0.0,0.0,9.0,8.4,9.0,3.1,1.5,1.0,0.0,0.0,1.0,4.6,4.6,4.6,220.0,1983.0,1985.79,252.0,250.24,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.1,-5.38,1990.1,1934.9,1404.6,2.3,2.0,1405.2,1405.4,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,789.9,1468.8,1415.0,0.0,1404.5,552.0,0.0,577.0,-7.99,10.469,10.78,10.737,11.005
46127,0.0,100.0,86.0,0.0,0.0,1953.01,212.02,1958.77,199.56,4.7,27.0,620.98,441.6,405.92,1404.5,592.79,7.1,5.0,5.5,0.0,0.0,0.0,8.5,9.0,9.1,2.8,1.2,0.0,0.0,0.0,0.0,4.1,6.0,6.5,220.0,1983.0,1984.72,252.0,250.24,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.19,-5.29,1966.7,1934.9,1405.2,2.3,2.0,1405.4,1405.9,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,1397.3,1477.2,1415.0,0.0,1404.5,553.0,0.0,578.0,-7.99,10.469,10.78,10.737,11.005
46128,0.0,100.0,86.0,0.0,0.0,1953.01,212.02,1957.58,199.56,4.7,27.0,621.2,441.6,405.92,1404.5,592.79,7.1,5.0,5.5,0.0,0.0,0.0,8.7,9.0,9.1,1.9,1.2,0.0,0.0,0.0,1.0,4.1,6.0,6.5,220.0,1983.0,1984.72,252.0,249.98,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.19,-5.29,1966.7,1936.7,1406.3,1.6,2.0,1406.1,1406.4,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,622.5,1477.2,1415.0,0.0,1404.5,554.0,0.0,579.0,-7.87,10.469,10.74,10.737,11.005
46130,0.0,100.0,86.0,0.0,0.0,1953.35,212.85,1956.01,199.01,4.7,27.0,621.23,441.6,406.43,1404.5,592.53,6.6,4.2,4.9,0.0,0.0,0.0,9.4,9.1,10.4,2.5,2.2,0.0,0.0,1.9,1.3,1.3,1.1,1.3,220.0,1983.0,1988.63,252.0,249.87,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.16,-5.51,1967.2,1934.9,1405.7,2.0,2.3,1406.7,1405.4,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,573.6,1466.3,1415.0,0.0,1404.5,556.0,0.0,581.0,-7.33,10.469,10.7,10.737,11.005
46131,0.0,100.0,86.0,0.0,0.0,1953.35,212.85,1959.09,199.01,4.7,27.0,621.23,441.6,405.41,1404.5,592.53,6.0,5.3,5.0,0.0,0.0,0.0,9.7,10.0,10.4,4.1,2.2,1.7,0.0,1.9,1.3,2.2,1.8,0.9,220.0,1983.0,1988.63,252.0,249.6,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.16,-5.51,1991.0,1934.9,1405.7,2.2,2.3,1405.1,1405.5,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,576.2,1477.4,1415.0,0.0,1404.5,557.0,0.0,582.0,-7.17,10.469,10.69,10.737,11.005
46133,0.0,100.0,86.0,0.0,0.0,1952.39,212.16,1956.04,198.65,4.7,27.0,621.15,441.6,406.43,1404.5,592.29,7.7,3.9,5.8,0.0,0.0,0.0,9.7,9.5,9.7,3.8,3.8,17.8,0.0,0.0,2.0,3.7,2.2,1.8,220.0,1983.0,1987.21,252.0,249.27,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.16,-5.66,1962.1,1936.7,1405.4,2.1,2.0,1406.3,1406.5,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,590.5,1477.7,1415.0,0.0,1404.5,559.0,0.0,584.0,-7.51,10.469,10.67,10.737,11.005
46134,0.0,100.0,86.0,0.0,0.0,1952.3,212.16,1958.26,198.65,4.7,27.0,621.09,441.6,405.92,1404.5,592.47,7.7,6.6,6.0,0.0,0.0,0.0,9.7,9.5,9.5,3.8,3.8,17.8,0.9,0.0,2.0,1.1,1.1,1.1,220.0,1983.0,1988.28,252.0,249.19,2.5,1.0,0.3,1.0,0.5,1.0,0.5,1.5,0.5,1.5,0.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.16,-5.66,1968.0,1936.7,1405.4,2.1,1.8,1406.3,1406.5,0.0,0.0,1411.7,1.1,2.0,0.7,1404.6,1410.3,906.0,1477.7,1415.0,0.0,1404.5,560.0,0.0,585.0,-7.26,10.469,10.68,10.737,11.005
